EngagementID,UserID,ActionType,ActionDate,DeviceType,Duration
3294,2305,Added a transaction,2023-04-14,Web,725
3295,3330,Added a transaction,2023-08-28,Web,3118
3296,3367,Created a group,2023-10-09,Web,59
3297,862,Added a transaction,2024-03-17,Web,5460
3298,1119,Added a transaction,2023-06-17,Web,1957
3299,2736,Added a transaction,2023-12-26,Mobile,635
3300,3286,Created a group,2023-07-01,Web,461
3301,4817,Created a group,2023-12-06,Web,2694
3302,3144,Created a group,2024-05-30,Mobile,2480
3303,3085,Added a transaction,2023-04-05,Web,960
3304,3372,Created a group,2024-05-28,Web,5407
3305,544,Added a transaction,2024-10-26,Web,4038
3306,2081,Added a transaction,2024-06-01,Mobile,3246
3307,2143,Joined a group,2023-05-07,Web,3333
3308,4069,Joined a group,2023-03-02,Mobile,444
3309,4043,Created a group,2024-03-31,Mobile,1999
3310,4659,Added a transaction,2023-07-30,Mobile,3019
3311,2805,Joined a group,2023-10-10,Mobile,2364
3312,4184,Joined a group,2023-02-21,Web,2997
3313,3662,Added a transaction,2023-10-23,Mobile,384
3314,3119,Created a group,2023-05-07,Mobile,1255
3315,4590,Created a group,2023-01-07,Mobile,2313
3316,2385,Added a transaction,2024-02-26,Web,332
3317,206,Created a group,2023-01-16,Web,1221
3318,1779,Added a transaction,2024-07-31,Web,7798
3319,1130,Created a group,2024-10-19,Web,3983
3320,4226,Added a transaction,2023-07-09,Mobile,1486
3321,1446,Added a transaction,2023-07-03,Mobile,1737
3322,2648,Added a transaction,2023-03-25,Mobile,1168
3323,1342,Added a transaction,2023-02-18,Web,901
3324,2358,Joined a group,2023-02-08,Mobile,2220
3325,647,Joined a group,2024-02-29,Web,6181
3326,4348,Joined a group,2023-07-22,Web,3294
3327,614,Joined a group,2024-11-08,Web,6011
3328,1421,Added a transaction,2023-08-26,Mobile,352
3329,828,Joined a group,2024-01-11,Mobile,357
3330,4819,Created a group,2024-02-06,Mobile,3439
3331,1578,Created a group,2023-04-22,Web,56
3332,2963,Joined a group,2023-10-14,Web,1761
3333,3979,Created a group,2024-03-20,Web,3992
3334,3467,Created a group,2023-05-16,Mobile,1475
3335,1373,Joined a group,2023-04-24,Web,48
3336,1994,Created a group,2023-01-04,Mobile,1707
3337,1676,Joined a group,2023-10-12,Web,1315
3338,4970,Added a transaction,2024-03-24,Web,701
3339,2632,Added a transaction,2024-01-12,Web,3049
3340,3224,Joined a group,2023-06-22,Web,2765
3341,1439,Joined a group,2024-06-25,Web,5082
3342,2781,Added a transaction,2023-12-26,Mobile,259
3343,1201,Added a transaction,2024-12-06,Web,3925
3344,631,Joined a group,2023-12-11,Web,1818
3345,2268,Created a group,2024-10-11,Mobile,670
3346,536,Created a group,2023-08-29,Mobile,3352
3347,3557,Added a transaction,2023-04-25,Mobile,34
3348,3478,Joined a group,2023-07-09,Web,2294
3349,3505,Added a transaction,2024-03-11,Web,62
3350,2260,Joined a group,2024-01-01,Mobile,1683
3351,4444,Created a group,2024-10-12,Web,3288
3352,2127,Created a group,2024-11-30,Web,2130
3353,1284,Added a transaction,2024-04-12,Web,1988
3354,156,Added a transaction,2023-08-13,Mobile,867
3355,3522,Added a transaction,2023-07-24,Mobile,2928
3356,4025,Joined a group,2023-12-17,Web,756
3357,1153,Added a transaction,2024-03-06,Mobile,3468
3358,178,Created a group,2023-03-16,Web,3110
3359,1635,Joined a group,2023-07-09,Web,1683
3360,438,Created a group,2023-10-21,Web,215
3361,4437,Added a transaction,2023-11-23,Mobile,126
3362,799,Created a group,2024-03-27,Mobile,3324
3363,2759,Created a group,2023-07-14,Web,3438
3364,2119,Joined a group,2024-02-23,Mobile,2177
3365,1902,Created a group,2024-06-30,Mobile,2779
3366,1516,Joined a group,2024-09-15,Mobile,2434
3367,4453,Added a transaction,2023-01-23,Web,1120
3368,1175,Joined a group,2024-01-19,Mobile,1093
3369,3093,Joined a group,2024-10-04,Web,3782
3370,3238,Created a group,2023-12-23,Mobile,3485
3371,961,Joined a group,2024-07-19,Web,5642
3372,220,Created a group,2024-05-13,Web,1951
3373,3100,Created a group,2024-09-15,Mobile,2330
3374,2449,Added a transaction,2023-12-08,Web,285
3375,4507,Joined a group,2024-10-22,Mobile,1039
3376,1092,Joined a group,2023-05-28,Mobile,2919
3377,4046,Joined a group,2024-08-10,Web,4769
3378,4219,Created a group,2024-11-06,Mobile,3318
3379,904,Created a group,2023-11-18,Mobile,316
3380,1218,Joined a group,2024-03-16,Mobile,3261
3381,3879,Joined a group,2024-01-22,Mobile,1840
3382,1005,Joined a group,2023-07-27,Web,1802
3383,2620,Joined a group,2023-07-08,Web,1600
3384,894,Created a group,2024-01-08,Mobile,2079
3385,3069,Created a group,2024-04-11,Web,6049
3386,2689,Created a group,2023-07-11,Web,3223
3387,1021,Joined a group,2023-05-23,Mobile,1331
3388,1211,Created a group,2024-01-19,Web,2083
3389,2610,Added a transaction,2023-01-25,Mobile,762
3390,2459,Created a group,2023-05-28,Mobile,2690
3391,1220,Added a transaction,2023-03-05,Mobile,3598
3392,1502,Joined a group,2023-11-01,Mobile,1778
3393,692,Added a transaction,2024-04-28,Web,2184
3394,2974,Added a transaction,2023-08-11,Web,459
3395,826,Added a transaction,2024-01-04,Mobile,2985
3396,162,Joined a group,2024-06-13,Web,4190
3397,463,Joined a group,2024-05-20,Mobile,550
3398,1788,Created a group,2023-03-14,Mobile,2064
3399,4312,Created a group,2023-01-10,Mobile,3334
3400,1258,Joined a group,2023-09-17,Web,3344
3401,4074,Added a transaction,2023-04-16,Web,690
3402,1858,Added a transaction,2024-06-04,Web,6253
3403,2436,Joined a group,2024-05-18,Mobile,2105
3404,1568,Created a group,2024-08-23,Web,3518
3405,2430,Joined a group,2024-10-27,Web,4977
3406,3799,Joined a group,2023-01-07,Web,2164
3407,1494,Added a transaction,2023-08-15,Web,2092
3408,4003,Created a group,2023-11-15,Web,63
3409,787,Created a group,2023-03-02,Mobile,3527
3410,3613,Created a group,2023-08-06,Web,1575
3411,3753,Joined a group,2024-04-15,Mobile,3267
3412,623,Added a transaction,2023-10-06,Web,3419
3413,3680,Joined a group,2024-12-21,Mobile,2959
3414,3843,Joined a group,2023-12-21,Web,2735
3415,706,Added a transaction,2023-12-12,Mobile,3497
3416,62,Created a group,2024-09-19,Web,349
3417,2235,Joined a group,2023-09-24,Mobile,2195
3418,1263,Joined a group,2024-05-28,Web,7255
3419,2565,Added a transaction,2024-11-12,Mobile,2237
3420,2138,Added a transaction,2024-07-02,Mobile,2733
3421,167,Added a transaction,2023-05-04,Web,180
3422,4736,Created a group,2024-12-29,Mobile,2495
3423,1931,Created a group,2023-01-23,Mobile,2923
3424,3584,Created a group,2023-10-22,Web,2622
3425,591,Added a transaction,2023-06-19,Web,3534
3426,2137,Joined a group,2024-09-20,Web,175
3427,952,Added a transaction,2023-07-05,Web,3166
3428,3675,Added a transaction,2023-04-02,Web,1701
3429,2405,Joined a group,2024-05-16,Web,357
3430,1904,Added a transaction,2023-09-21,Mobile,71
3431,1288,Created a group,2024-02-11,Mobile,426
3432,4910,Joined a group,2023-08-26,Web,3430
3433,4658,Created a group,2023-03-26,Web,831
3434,902,Joined a group,2023-11-10,Web,2265
3435,2942,Joined a group,2023-10-20,Web,3213
3436,3515,Created a group,2023-08-28,Web,610
3437,3579,Created a group,2024-02-28,Web,2130
3438,1012,Added a transaction,2023-11-08,Web,3424
3439,3492,Joined a group,2023-02-15,Web,2068
3440,2250,Added a transaction,2023-07-14,Web,817
3441,3037,Joined a group,2023-02-25,Web,978
3442,868,Created a group,2023-03-16,Mobile,773
3443,2415,Added a transaction,2024-07-13,Mobile,2736
3444,741,Joined a group,2024-03-22,Mobile,430
3445,1744,Joined a group,2024-08-18,Mobile,1124
3446,4341,Added a transaction,2024-03-21,Web,4123
3447,418,Added a transaction,2023-07-14,Web,1962
3448,4466,Joined a group,2023-08-28,Web,234
3449,1188,Created a group,2023-01-20,Mobile,766
3450,2958,Added a transaction,2023-09-28,Web,1365
3451,2982,Created a group,2023-07-02,Web,3257
3452,3972,Joined a group,2023-07-15,Web,194
3453,4879,Added a transaction,2024-10-13,Mobile,1019
3454,1058,Added a transaction,2023-02-23,Web,815
3455,2668,Joined a group,2024-08-16,Mobile,1281
3456,3553,Added a transaction,2023-05-07,Web,2277
3457,4936,Joined a group,2023-03-06,Mobile,1817
3458,4527,Joined a group,2024-12-02,Web,3859
3459,4554,Added a transaction,2023-01-22,Web,2130
3460,3939,Created a group,2023-11-27,Web,2588
3461,3300,Added a transaction,2024-11-30,Web,1658
3462,934,Created a group,2023-10-30,Mobile,1877
3463,4814,Added a transaction,2024-03-09,Web,3699
3464,2022,Added a transaction,2023-07-13,Mobile,1249
3465,3565,Joined a group,2024-05-04,Mobile,356
3466,489,Joined a group,2024-10-24,Mobile,1431
3467,1141,Created a group,2023-11-27,Mobile,1457
3468,769,Added a transaction,2024-01-13,Mobile,1469
3469,2215,Joined a group,2023-06-06,Mobile,3502
3470,4691,Added a transaction,2024-11-15,Web,3999
3471,681,Added a transaction,2023-09-01,Mobile,3005
3472,4607,Added a transaction,2023-06-21,Web,1950
3473,3511,Created a group,2024-04-07,Mobile,3297
3474,2461,Joined a group,2023-12-17,Web,1883
3475,3646,Created a group,2023-09-28,Web,2020
3476,3345,Joined a group,2023-07-29,Mobile,812
3477,3474,Joined a group,2024-09-28,Web,4269
3478,1067,Joined a group,2023-03-31,Mobile,1073
3479,3834,Joined a group,2023-12-30,Web,2789
3480,1581,Joined a group,2024-08-02,Mobile,1457
3481,1619,Created a group,2023-03-27,Web,425
3482,2079,Added a transaction,2023-10-22,Web,3413
3483,807,Created a group,2023-06-25,Web,3381
3484,3504,Joined a group,2023-07-19,Web,1527
3485,1898,Added a transaction,2024-06-09,Web,7632
3486,733,Joined a group,2024-04-17,Web,4525
3487,2071,Added a transaction,2023-01-17,Mobile,2566
3488,166,Joined a group,2023-05-30,Web,107
3489,3120,Joined a group,2024-12-26,Web,7209
3490,1195,Joined a group,2023-10-07,Mobile,830
3491,4118,Created a group,2024-02-17,Web,1541
3492,3421,Joined a group,2024-08-21,Mobile,396
3493,3157,Added a transaction,2024-07-08,Mobile,2426
3494,12,Created a group,2024-12-24,Web,5368
3495,3940,Joined a group,2024-01-21,Web,2495
3496,142,Created a group,2024-11-19,Web,1779
3497,3218,Created a group,2023-08-16,Mobile,1451
3498,2027,Created a group,2024-01-07,Web,6523
3499,835,Added a transaction,2023-05-13,Web,1361
3500,3942,Added a transaction,2023-11-10,Web,2686
3501,814,Joined a group,2024-02-09,Web,5823
3502,4898,Joined a group,2024-04-23,Mobile,3269
3503,1631,Created a group,2023-05-24,Mobile,3233
3504,2600,Added a transaction,2024-10-14,Web,4756
3505,4434,Created a group,2023-04-30,Web,2894
3506,3918,Added a transaction,2024-02-14,Mobile,497
3507,98,Added a transaction,2023-06-25,Web,3526
3508,3591,Added a transaction,2024-02-15,Web,3815
3509,2507,Created a group,2023-10-11,Web,277
3510,3296,Added a transaction,2023-03-17,Web,1015
3511,1818,Added a transaction,2024-06-08,Web,6925
3512,2831,Created a group,2023-05-19,Web,655
3513,2550,Joined a group,2023-03-02,Web,3035
3514,2876,Added a transaction,2024-04-26,Web,913
3515,381,Added a transaction,2024-11-12,Web,5695
3516,4751,Added a transaction,2023-05-08,Mobile,2081
3517,4258,Joined a group,2023-01-23,Mobile,481
3518,3904,Added a transaction,2023-11-15,Mobile,947
3519,843,Joined a group,2023-04-29,Web,1048
3520,2808,Added a transaction,2023-12-29,Web,142
3521,617,Created a group,2023-05-26,Web,2598
3522,3587,Added a transaction,2023-09-29,Mobile,2329
3523,2962,Added a transaction,2024-03-29,Mobile,2482
3524,3198,Added a transaction,2023-06-20,Mobile,410
3525,1342,Created a group,2023-06-10,Web,2273
3526,1813,Created a group,2024-02-24,Mobile,1555
3527,4846,Added a transaction,2023-07-10,Web,1447
3528,4810,Joined a group,2023-04-15,Web,3231
3529,2585,Added a transaction,2023-10-14,Mobile,2721
3530,2396,Created a group,2023-08-25,Mobile,2526
3531,4093,Joined a group,2023-12-01,Web,1030
3532,2598,Added a transaction,2024-02-14,Mobile,649
3533,656,Added a transaction,2023-11-07,Mobile,2930
3534,3143,Added a transaction,2023-02-14,Mobile,2414
3535,980,Added a transaction,2023-08-03,Web,1977
3536,2720,Joined a group,2024-01-11,Mobile,690
3537,1301,Created a group,2023-02-15,Mobile,566
3538,3855,Created a group,2023-06-16,Web,511
3539,3824,Added a transaction,2024-12-12,Mobile,701
3540,2995,Added a transaction,2023-10-23,Web,1391
3541,1292,Added a transaction,2024-12-29,Mobile,1986
3542,4063,Created a group,2023-01-17,Mobile,1044
3543,1728,Created a group,2024-01-17,Mobile,753
3544,114,Added a transaction,2023-03-26,Mobile,262
3545,2039,Joined a group,2023-12-20,Mobile,1435
3546,4580,Joined a group,2024-06-08,Web,4628
3547,4161,Added a transaction,2024-12-26,Web,5717
3548,1033,Added a transaction,2023-02-01,Mobile,2392
3549,1175,Created a group,2024-01-09,Web,7724
3550,315,Added a transaction,2024-10-18,Mobile,1479
3551,3961,Added a transaction,2024-06-12,Mobile,238
3552,1003,Added a transaction,2023-02-04,Mobile,960
3553,934,Created a group,2023-01-01,Mobile,3300
3554,995,Joined a group,2024-01-27,Mobile,1715
3555,2959,Created a group,2023-07-22,Mobile,1497
3556,3137,Joined a group,2024-08-11,Web,5189
3557,4626,Created a group,2024-04-26,Mobile,248
3558,2165,Created a group,2024-05-12,Mobile,1920
3559,3326,Added a transaction,2024-12-06,Mobile,3132
3560,4039,Joined a group,2024-12-01,Web,3084
3561,2492,Added a transaction,2023-12-23,Web,1339
3562,173,Joined a group,2024-02-12,Web,3539
3563,995,Added a transaction,2023-10-19,Mobile,3463
3564,299,Joined a group,2023-06-09,Mobile,2765
3565,702,Created a group,2023-04-15,Mobile,1569
3566,1226,Added a transaction,2023-04-05,Web,343
3567,3209,Added a transaction,2023-12-28,Mobile,2391
3568,4717,Added a transaction,2023-05-02,Web,2915
3569,209,Created a group,2024-05-14,Mobile,977
3570,3079,Created a group,2024-08-10,Mobile,1101
3571,4847,Created a group,2024-11-29,Mobile,818
3572,401,Added a transaction,2023-02-01,Mobile,1923
3573,846,Joined a group,2023-02-06,Web,2635
3574,4216,Added a transaction,2023-08-26,Mobile,1955
3575,2202,Joined a group,2024-07-14,Web,4037
3576,3763,Joined a group,2023-09-29,Web,2830
3577,4408,Joined a group,2023-06-21,Web,1150
3578,1845,Created a group,2023-08-27,Web,970
3579,2727,Created a group,2023-02-21,Web,1530
3580,2428,Joined a group,2023-04-26,Web,2871
3581,3103,Created a group,2023-11-08,Mobile,61
3582,4913,Added a transaction,2024-01-27,Web,7399
3583,2905,Created a group,2023-08-14,Mobile,3197
3584,3750,Added a transaction,2023-07-27,Web,1312
3585,4444,Created a group,2023-10-09,Mobile,2657
3586,428,Added a transaction,2023-11-15,Web,1465
3587,1546,Joined a group,2024-10-16,Web,2645
3588,2336,Created a group,2024-01-17,Mobile,1365
3589,1996,Added a transaction,2024-01-08,Web,759
3590,1638,Created a group,2023-04-12,Mobile,112
3591,4321,Joined a group,2023-06-28,Mobile,1706
3592,4556,Created a group,2023-07-28,Web,2874
3593,2914,Joined a group,2023-01-31,Mobile,2394
3594,2846,Added a transaction,2023-01-24,Web,2709
3595,112,Added a transaction,2024-07-02,Web,4246
3596,1001,Created a group,2023-10-03,Web,2256
3597,2265,Created a group,2023-09-08,Web,918
3598,2123,Created a group,2024-04-29,Mobile,1871
3599,3008,Created a group,2023-01-15,Web,1382
3600,1177,Created a group,2023-09-18,Mobile,1551
3601,3986,Created a group,2023-11-27,Web,588
3602,2109,Added a transaction,2023-11-21,Web,238
3603,3509,Joined a group,2023-06-15,Mobile,839
3604,749,Created a group,2024-03-20,Mobile,2444
3605,2549,Added a transaction,2023-12-24,Web,524
3606,3634,Joined a group,2024-12-30,Mobile,1424
3607,4874,Added a transaction,2024-01-15,Web,6946
3608,3011,Added a transaction,2023-06-09,Web,363
3609,1760,Created a group,2023-11-14,Web,447
3610,847,Created a group,2023-12-27,Mobile,1868
3611,343,Added a transaction,2023-06-04,Mobile,1510
3612,2534,Created a group,2023-02-18,Web,2187
3613,784,Joined a group,2024-10-08,Mobile,2985
3614,2616,Created a group,2024-02-27,Mobile,1186
3615,683,Added a transaction,2024-05-28,Web,4068
3616,1521,Added a transaction,2024-04-20,Mobile,3413
3617,172,Added a transaction,2023-06-23,Web,470
3618,2169,Joined a group,2024-09-07,Mobile,582
3619,4876,Joined a group,2024-01-03,Web,444
3620,3169,Joined a group,2023-02-25,Web,1815
3621,2847,Created a group,2024-06-08,Web,2604
3622,698,Added a transaction,2023-11-23,Web,3558
3623,171,Created a group,2024-07-30,Web,4681
3624,3867,Created a group,2023-04-15,Web,925
3625,3774,Created a group,2024-05-02,Mobile,2683
3626,2337,Created a group,2024-07-28,Mobile,731
3627,2542,Created a group,2024-05-26,Mobile,1689
3628,1076,Joined a group,2023-07-18,Mobile,72
3629,1606,Created a group,2024-08-21,Mobile,1073
3630,2188,Added a transaction,2024-11-11,Mobile,2237
3631,2908,Added a transaction,2024-06-02,Web,642
3632,2337,Added a transaction,2023-12-08,Mobile,1690
3633,1576,Joined a group,2024-01-10,Mobile,3040
3634,147,Added a transaction,2024-10-29,Mobile,873
3635,912,Created a group,2024-12-28,Web,7279
3636,4527,Added a transaction,2024-10-17,Mobile,2894
3637,2631,Added a transaction,2024-05-19,Web,7291
3638,2437,Created a group,2024-03-01,Mobile,1650
3639,703,Joined a group,2023-07-12,Web,2099
3640,4512,Added a transaction,2024-08-09,Web,1387
3641,4421,Added a transaction,2023-08-27,Mobile,958
3642,1921,Joined a group,2024-06-30,Mobile,2973
3643,3300,Added a transaction,2023-09-06,Web,2570
3644,2880,Added a transaction,2023-07-19,Mobile,2068
3645,2859,Added a transaction,2023-01-07,Web,845
3646,781,Joined a group,2023-01-07,Web,238
3647,3352,Added a transaction,2024-08-13,Mobile,1956
3648,3588,Created a group,2023-01-03,Web,3242
3649,1395,Created a group,2024-07-31,Web,3970
3650,4455,Joined a group,2024-09-14,Mobile,2778
3651,4649,Joined a group,2024-06-15,Mobile,579
3652,13,Added a transaction,2023-05-02,Web,2159
3653,3195,Added a transaction,2024-09-30,Web,1482
3654,1757,Joined a group,2024-01-31,Mobile,2021
3655,4364,Added a transaction,2024-09-20,Web,8587
3656,1729,Joined a group,2024-10-01,Mobile,706
3657,2124,Added a transaction,2023-02-07,Mobile,2934
3658,165,Created a group,2023-04-03,Mobile,332
3659,3850,Created a group,2024-01-11,Mobile,485
3660,3511,Created a group,2023-10-12,Web,3222
3661,3244,Added a transaction,2023-08-19,Mobile,1139
3662,2634,Created a group,2024-03-29,Web,5615
3663,955,Joined a group,2023-01-14,Mobile,2800
3664,2149,Added a transaction,2024-02-19,Mobile,558
3665,4317,Joined a group,2023-03-29,Web,768
3666,3338,Created a group,2024-07-12,Web,797
3667,231,Added a transaction,2024-06-26,Web,2078
3668,4449,Joined a group,2024-04-23,Mobile,2934
3669,2421,Joined a group,2024-06-07,Mobile,1014
3670,3156,Added a transaction,2023-05-12,Mobile,1806
3671,556,Joined a group,2024-12-12,Web,6141
3672,2445,Created a group,2024-02-07,Mobile,2534
3673,2382,Created a group,2023-07-13,Web,2017
3674,2479,Joined a group,2024-04-29,Web,3196
3675,2026,Created a group,2023-10-07,Mobile,3397
3676,2149,Joined a group,2024-03-14,Mobile,1891
3677,2338,Joined a group,2023-04-07,Mobile,650
3678,3768,Added a transaction,2023-01-05,Mobile,1452
3679,75,Added a transaction,2024-04-16,Mobile,2811
3680,2039,Joined a group,2024-04-05,Mobile,1033
3681,833,Created a group,2024-01-12,Mobile,1021
3682,3589,Added a transaction,2023-03-01,Mobile,2337
3683,2514,Added a transaction,2023-01-23,Mobile,876
3684,3969,Created a group,2023-07-23,Mobile,1651
3685,1450,Created a group,2023-03-02,Mobile,1343
3686,3684,Added a transaction,2024-10-21,Mobile,997
3687,746,Added a transaction,2023-12-14,Web,1643
3688,2504,Created a group,2024-12-05,Mobile,2805
3689,3641,Created a group,2023-04-08,Web,741
3690,1517,Joined a group,2024-12-17,Web,3519
3691,724,Joined a group,2023-02-14,Web,727
3692,921,Added a transaction,2023-05-28,Web,2437
3693,3540,Joined a group,2023-09-11,Web,880
3694,188,Created a group,2024-04-06,Web,3096
3695,4530,Added a transaction,2024-06-08,Mobile,3168
3696,2486,Added a transaction,2024-01-23,Web,3302
3697,908,Created a group,2024-06-03,Web,7636
3698,2828,Joined a group,2023-10-12,Mobile,888
3699,3656,Joined a group,2023-10-22,Mobile,773
3700,511,Joined a group,2023-08-12,Web,63
3701,1229,Added a transaction,2023-05-29,Mobile,393
3702,4203,Joined a group,2023-07-15,Web,1204
3703,124,Created a group,2024-10-16,Mobile,3085
3704,1233,Created a group,2024-05-31,Mobile,2745
3705,2386,Created a group,2024-06-20,Web,6563
3706,1956,Joined a group,2024-04-17,Mobile,1366
3707,4930,Added a transaction,2024-02-07,Mobile,1101
3708,2479,Added a transaction,2023-04-11,Mobile,2246
3709,1491,Created a group,2024-03-13,Mobile,1430
3710,3283,Created a group,2023-08-05,Mobile,1210
3711,2754,Joined a group,2024-01-02,Mobile,2579
3712,4694,Added a transaction,2023-01-04,Mobile,1962
3713,1034,Added a transaction,2024-10-11,Web,8474
3714,4293,Added a transaction,2023-04-25,Web,131
3715,827,Added a transaction,2024-08-23,Web,5363
3716,4260,Joined a group,2023-07-17,Mobile,996
3717,1310,Joined a group,2024-08-23,Mobile,3325
3718,4177,Added a transaction,2024-07-16,Mobile,1324
3719,699,Created a group,2024-09-02,Mobile,1385
3720,3164,Created a group,2023-08-19,Web,1728
3721,2392,Created a group,2023-05-22,Mobile,1985
3722,4539,Joined a group,2024-01-02,Mobile,115
3723,1338,Added a transaction,2023-10-03,Mobile,818
3724,1871,Added a transaction,2023-01-26,Mobile,3003
3725,2151,Joined a group,2023-10-29,Web,2723
3726,1213,Created a group,2023-07-05,Mobile,1427
3727,2274,Created a group,2024-12-03,Mobile,995
3728,1,Created a group,2023-02-23,Web,1290
3729,3550,Joined a group,2023-01-29,Mobile,470
3730,453,Added a transaction,2024-10-06,Mobile,3589
3731,116,Created a group,2023-06-12,Web,2483
3732,3163,Added a transaction,2023-11-07,Mobile,1993
3733,4561,Joined a group,2024-02-02,Mobile,1784
3734,1792,Joined a group,2023-09-16,Web,3331
3735,4998,Created a group,2023-09-04,Web,2308
3736,482,Joined a group,2023-03-15,Mobile,2926
3737,1002,Created a group,2024-04-14,Web,2860
3738,2456,Added a transaction,2023-05-06,Web,3575
3739,2869,Created a group,2024-02-24,Web,2512
3740,1175,Created a group,2024-01-06,Web,3781
3741,3140,Joined a group,2024-11-06,Mobile,546
3742,340,Added a transaction,2024-12-17,Web,4091
3743,2380,Created a group,2023-09-01,Web,1800
3744,2002,Joined a group,2024-11-19,Mobile,2076
3745,2362,Created a group,2023-12-12,Web,3563
3746,1104,Added a transaction,2024-02-28,Mobile,3164
3747,3165,Added a transaction,2023-07-23,Web,2000
3748,2405,Joined a group,2023-03-05,Web,2623
3749,1890,Joined a group,2024-03-31,Web,2093
3750,1692,Joined a group,2024-09-17,Mobile,497
3751,475,Added a transaction,2024-07-28,Web,4091
3752,3088,Added a transaction,2023-09-21,Web,2738
3753,3175,Added a transaction,2024-08-19,Web,590
3754,2769,Joined a group,2023-12-07,Mobile,1268
3755,3211,Created a group,2024-07-14,Web,2885
3756,1689,Created a group,2024-07-31,Mobile,1113
3757,2163,Created a group,2024-07-31,Web,7353
3758,532,Added a transaction,2024-07-10,Web,7384
3759,4892,Joined a group,2023-07-21,Mobile,518
3760,4427,Added a transaction,2023-01-22,Web,2406
3761,864,Joined a group,2024-08-26,Web,5235
3762,2726,Joined a group,2023-04-28,Web,1926
3763,4842,Joined a group,2023-10-20,Mobile,1179
3764,4219,Joined a group,2024-12-25,Mobile,2975
3765,1788,Created a group,2024-12-12,Web,7364
3766,3348,Joined a group,2023-09-09,Mobile,407
3767,2984,Added a transaction,2024-08-13,Web,486
3768,588,Added a transaction,2023-05-06,Web,814
3769,2166,Created a group,2024-02-18,Web,6068
3770,1550,Joined a group,2024-01-02,Web,8206
3771,1834,Joined a group,2024-02-02,Mobile,1709
3772,2927,Joined a group,2024-04-25,Web,6253
3773,784,Added a transaction,2023-07-21,Web,596
3774,4404,Added a transaction,2024-01-10,Web,294
3775,3216,Created a group,2023-01-18,Web,2705
3776,3772,Created a group,2023-11-14,Mobile,583
3777,3410,Added a transaction,2024-07-14,Web,751
3778,3110,Added a transaction,2023-12-22,Web,3460
3779,2816,Added a transaction,2024-06-30,Mobile,1054
3780,1392,Created a group,2023-05-07,Web,3454
3781,3358,Added a transaction,2023-01-01,Web,1045
3782,4570,Joined a group,2023-12-18,Web,2247
3783,2687,Joined a group,2024-09-21,Mobile,1144
3784,588,Added a transaction,2023-06-06,Mobile,219
3785,1129,Created a group,2023-06-10,Mobile,1508
3786,3574,Created a group,2024-05-26,Web,854
3787,4661,Created a group,2024-09-06,Mobile,481
3788,3366,Joined a group,2023-02-09,Mobile,3111
3789,3597,Created a group,2023-11-17,Mobile,582
3790,2673,Added a transaction,2024-02-16,Mobile,1985
3791,1389,Added a transaction,2024-01-30,Web,5756
3792,3262,Created a group,2023-03-21,Web,849
3793,2805,Added a transaction,2023-05-11,Web,3542
3794,3247,Added a transaction,2024-06-28,Mobile,234
3795,429,Added a transaction,2023-03-08,Web,725
3796,4455,Joined a group,2024-05-22,Mobile,403
3797,1631,Added a transaction,2023-11-06,Web,2727
3798,3839,Joined a group,2023-01-11,Web,2647
3799,3958,Joined a group,2023-11-14,Web,1136
3800,4179,Joined a group,2024-08-21,Web,1310
3801,769,Joined a group,2024-08-22,Mobile,985
3802,1781,Joined a group,2023-10-02,Mobile,1779
3803,2642,Created a group,2024-05-25,Web,1192
3804,2541,Joined a group,2023-07-01,Web,1511
3805,168,Added a transaction,2023-03-09,Web,936
3806,3915,Created a group,2023-08-08,Mobile,884
3807,411,Created a group,2023-07-09,Web,2236
3808,3482,Joined a group,2024-02-28,Web,3828
3809,2214,Added a transaction,2024-05-04,Web,4419
3810,1971,Added a transaction,2024-08-09,Mobile,62
3811,4594,Created a group,2023-09-14,Web,767
3812,2290,Created a group,2023-01-30,Web,45
3813,352,Added a transaction,2024-06-30,Mobile,1106
3814,4802,Added a transaction,2023-04-24,Mobile,2198
3815,4706,Added a transaction,2023-12-30,Mobile,1451
3816,686,Created a group,2023-08-01,Web,2316
3817,3383,Added a transaction,2023-04-09,Mobile,600
3818,3478,Added a transaction,2023-11-19,Web,2715
3819,959,Added a transaction,2023-04-09,Web,878
3820,403,Joined a group,2023-05-11,Mobile,1546
3821,4287,Added a transaction,2024-07-09,Web,765
3822,410,Added a transaction,2023-11-23,Web,121
3823,4758,Added a transaction,2023-10-13,Web,2882
3824,3224,Added a transaction,2023-04-22,Web,746
3825,4140,Created a group,2023-04-16,Web,2876
3826,1819,Joined a group,2024-11-30,Web,3349
3827,4456,Joined a group,2024-02-27,Mobile,2157
3828,486,Added a transaction,2024-07-03,Web,328
3829,1583,Joined a group,2024-03-12,Web,534
3830,1620,Created a group,2024-09-09,Mobile,1776
3831,4348,Created a group,2023-03-16,Mobile,1085
3832,328,Added a transaction,2023-06-30,Web,3056
3833,1629,Joined a group,2023-09-27,Mobile,2121
3834,4782,Added a transaction,2024-12-05,Mobile,159
3835,1433,Created a group,2023-05-01,Mobile,515
3836,3311,Joined a group,2024-07-27,Web,5156
3837,2741,Created a group,2023-08-04,Mobile,1642
3838,4159,Created a group,2023-03-28,Mobile,3014
3839,1333,Joined a group,2023-11-19,Web,891
3840,4803,Joined a group,2023-09-16,Web,1227
