GroupID,GroupName,CreatedDate,CreatedBy
619,Bishop LLC,2023-12-10,407
620,"Dixon, White and Wilson",2024-09-07,795
621,Ross-Keller,2024-07-29,2841
622,Atkins-King,2023-06-06,1117
623,Norton and Sons,2023-11-04,1104
624,"Rogers, Gibson and Hays",2023-05-08,4188
625,Mills-Jones,2023-01-24,2580
626,Reyes-Bishop,2023-05-05,2131
627,Anderson-Coleman,2023-06-24,4506
628,Kelley-Nguyen,2023-04-11,2492
629,Sanford Group,2023-02-20,2178
630,Johns-Baldwin,2023-09-15,4867
631,"George, Anderson and Ramirez",2024-10-22,3943
632,Cummings-Estrada,2023-06-17,4280
633,"Moore, Payne and Hill",2023-04-15,2713
634,Howard-Wong,2024-08-03,365
635,Lang-Ross,2023-02-04,196
636,Robinson PLC,2024-03-03,4306
637,"Fox, Pena and Bean",2024-11-05,4231
638,"Fox, Reynolds and Smith",2023-12-05,4690
639,"Brandt, Harrison and Oliver",2024-12-20,3655
640,Wilkerson-Romero,2023-06-02,4600
641,Potts-Thompson,2024-05-20,4573
642,Koch-Ray,2023-03-21,4540
643,Perez-May,2023-01-31,2732
644,Long-Powell,2023-08-13,2171
645,Trujillo-Smith,2023-07-28,1986
646,Ward-Bolton,2023-06-29,2542
647,Fisher Inc,2024-02-23,3991
648,Robinson Group,2024-05-11,4486
649,Thornton-Price,2023-11-01,2111
650,Aguilar-Robertson,2024-10-17,3966
651,Friedman-Park,2023-11-10,3481
652,"Reyes, Ramirez and Miller",2023-11-30,2568
653,Lee LLC,2023-03-05,4341
654,Baker Ltd,2023-11-04,4380
655,Herrera LLC,2023-02-09,3893
656,"Castillo, Medina and Williams",2023-08-31,1912
657,Rodriguez-Stevenson,2023-12-27,711
658,Hale Ltd,2023-09-02,4091
659,"Weiss, Davidson and Torres",2024-08-31,1591
660,"Anthony, Murphy and Bradley",2023-05-25,4751
661,"Rodriguez, Webb and Evans",2024-07-21,1341
662,"Sims, Osborne and Green",2023-01-30,822
663,"Williams, Martin and Harrison",2024-09-11,2245
664,"Gray, Pierce and Jordan",2024-12-26,4381
665,"Ibarra, Ortega and Alvarez",2024-03-03,1617
666,King Inc,2024-01-17,3181
667,Moore Ltd,2024-03-28,3867
668,"Fox, Le and Moore",2024-09-07,4211
669,Haas Inc,2023-06-30,753
670,Hernandez-Shaw,2024-05-12,1932
671,Torres-Hanna,2024-09-30,2554
672,Miller-Schneider,2023-07-17,331
673,"Hammond, Hall and Rowland",2023-12-09,3044
674,Jones-Berger,2023-02-02,4050
675,"Lane, Collins and Moore",2023-11-30,667
676,Howell-Martinez,2023-08-22,3387
677,"Edwards, Stokes and Ramos",2024-07-01,4678
678,"Carter, Romero and Davis",2024-06-13,691
679,Henderson LLC,2024-03-03,1704
680,"Hernandez, Miller and Evans",2023-09-23,3078
681,Dean Group,2023-10-22,4867
682,"Kaiser, Manning and Frederick",2024-03-15,4378
683,Henry-Baker,2024-07-14,2338
684,Taylor-Howard,2024-07-23,2253
685,Wilson Group,2023-11-28,2952
686,Taylor-Velez,2023-05-31,2380
687,Larson LLC,2024-10-08,1257
688,Boyer-Gonzalez,2023-10-28,32
689,"Estrada, Henry and Morton",2023-12-11,192
690,Green-Schwartz,2023-11-07,4503
691,"Gonzalez, Ward and Huber",2024-09-27,2651
692,Peterson PLC,2023-07-02,2083
693,Williams and Sons,2024-12-17,3970
694,Lee Group,2023-05-27,2380
695,Bullock Inc,2024-09-12,4113
696,Humphrey-Fleming,2023-05-30,854
697,"Reid, Richards and Daniels",2023-09-24,2057
698,Smith and Sons,2024-05-04,1302
699,Jones-Gonzales,2023-05-11,1828
700,"Lewis, White and Johnson",2023-05-27,4263
701,"Lloyd, Williams and Owen",2024-08-25,1617
702,Lopez Ltd,2024-01-10,4123
703,Terrell LLC,2024-04-29,118
704,"Thomas, Stephens and Thompson",2024-05-18,2787
705,Randall PLC,2024-05-18,2400
706,"Jenkins, Malone and Hall",2023-08-07,1297
707,Wyatt-Duran,2024-05-09,317
708,Castro-Bruce,2024-06-29,3601
709,Macdonald-Chan,2023-01-11,1720
710,"Smith, Bishop and Williams",2023-09-18,1072
711,Lewis-Richardson,2023-03-12,1040
712,"Brown, Heath and Perry",2023-06-13,1494
713,"Poole, Matthews and Martin",2023-09-18,3777
714,Farley LLC,2024-11-26,1307
715,Garcia and Sons,2024-10-06,2062
716,Kim-Carter,2024-02-15,1372
717,"Romero, Wright and Gray",2024-02-20,367
718,Jackson-Smith,2023-12-11,4324
719,Kline-Reid,2023-08-22,1652
720,"Medina, Delgado and Ramirez",2023-01-15,3445
721,Mcclain-Gallagher,2024-09-08,3890
722,"Velazquez, Clark and Ramsey",2023-12-20,736
723,Obrien-Brown,2024-04-27,3613
724,Baxter-Fuentes,2024-03-13,4049
725,Zuniga Group,2023-01-20,3477
726,"Harris, Miller and Montgomery",2024-04-16,3132
727,Williams and Sons,2023-06-11,867
728,Wilson Inc,2024-09-30,660
729,"Campos, Hooper and Lopez",2023-02-03,3124
730,Williams-Floyd,2023-04-25,1860
731,Bell Ltd,2024-03-05,2366
732,Combs Group,2024-12-31,3733
733,Carlson-Brown,2023-01-21,4712
734,Bonilla-Campbell,2023-06-16,489
735,Roberts-Fleming,2023-10-23,4747
736,"Evans, Duncan and Wilson",2023-06-21,1980
737,"Sanchez, Martin and Hamilton",2023-06-13,2732
738,Bell LLC,2023-08-05,2172
739,Johnson-Mcgee,2023-07-18,706
740,Doyle-Mendoza,2023-02-19,4555
741,Lowe-Moreno,2024-05-12,4773
742,Rodriguez and Sons,2024-03-17,3999
743,"Daniel, Bishop and Oliver",2023-11-26,1412
744,Klein-Maldonado,2023-11-26,2694
745,Mcmillan Group,2023-10-21,178
746,"White, Graham and Davis",2023-10-07,1359
747,Marshall-Stevens,2023-12-30,4632
748,"Moore, Conway and Clark",2024-07-24,3602
749,Conner PLC,2023-06-22,3933
750,Morris LLC,2023-06-03,1696
751,Ryan-Jordan,2024-12-31,3294
752,Long-Wright,2024-05-06,1638
753,"Matthews, Harris and Wright",2024-08-17,2906
754,"Ferguson, Brown and House",2023-09-24,2376
755,Mcneil Group,2024-10-01,4697
756,Alvarado-Winters,2024-11-28,4766
757,"Christensen, Kirby and Morales",2024-02-22,3486
758,Ferrell LLC,2023-09-29,2820
759,Salazar-Harris,2024-03-18,4919
760,Mathis Inc,2024-05-27,2337
761,"Roberts, Butler and Higgins",2024-02-16,3421
762,"Grimes, Butler and Anthony",2023-01-15,1090
763,"Leonard, Barry and Webb",2023-03-21,2162
764,Hudson-Griffin,2024-11-16,3925
765,Andrews PLC,2024-06-27,1828
766,Knapp LLC,2024-07-04,1620
767,"Brown, Wheeler and Scott",2024-12-05,2324
768,Ruiz Ltd,2023-08-28,2933
769,Smith-Stevens,2024-08-07,786
770,Hayes Inc,2024-08-27,3937
771,Taylor Ltd,2023-03-30,2962
772,"Robinson, Stewart and Alexander",2023-09-11,3059
773,Miller-Vaughn,2023-05-19,3663
774,"Cowan, Caldwell and Williams",2024-12-10,3715
775,Gregory LLC,2023-10-17,4851
776,"Orr, Mccarthy and Johnson",2023-11-02,4576
777,"Smith, Hanson and Odom",2023-06-21,3498
778,"Haynes, King and Green",2024-06-09,17
779,Hatfield-Matthews,2023-11-24,4143
780,"Davies, Brown and Abbott",2023-06-02,4488
781,Nguyen-Jones,2024-12-08,1064
782,Waters-Thomas,2023-06-27,916
783,"Murray, Medina and Mullins",2024-08-29,3916
784,"Phillips, Dillon and Thomas",2024-02-20,1692
785,Sullivan Group,2023-11-07,284
786,Carroll Ltd,2024-08-12,3006
787,Newton-Joseph,2023-09-01,3402
788,"Berger, Terry and Garrett",2024-02-13,1750
789,Barajas-Jensen,2023-08-08,1378
790,Martinez PLC,2024-12-19,1833
791,"Barrett, Ramirez and Williams",2024-03-11,4847
792,Morrison Inc,2023-07-03,3126
793,"Martinez, Reed and Clark",2024-09-18,3854
794,Roman-Phillips,2023-05-04,3377
795,Kramer-Travis,2023-08-26,2367
796,Larsen and Sons,2024-09-11,4817
797,Scott-Scott,2024-02-10,1069
798,Gutierrez-Lam,2024-07-12,2410
799,Moss PLC,2023-07-17,4103
800,Rowe Ltd,2024-07-16,4056
801,Davis and Sons,2024-12-06,3261
802,Young LLC,2024-08-04,2503
803,Miller-Sanchez,2023-03-28,4638
804,Graham and Sons,2023-03-16,369
805,"Boone, Johnson and Richard",2024-12-05,4775
806,Hill-Perkins,2023-11-29,2434
807,Aguilar-Hernandez,2024-03-06,4779
808,"Obrien, Ritter and Koch",2024-01-05,396
809,"Carpenter, Wilson and Rosario",2023-02-13,540
810,Bernard-Ray,2023-10-24,2668
811,Cervantes Inc,2024-04-10,1171
812,Fox-Powers,2023-09-07,1308
813,"Bryant, Kramer and Thomas",2024-02-26,3676
814,Pham and Sons,2024-04-17,1531
815,"Richardson, Massey and Contreras",2023-09-30,1498
816,Smith-Jackson,2023-06-22,3814
817,Lester LLC,2023-08-24,2758
818,Morgan Inc,2023-02-15,4672
819,"Smith, Thompson and Rodriguez",2024-01-27,2907
820,Adams-Villanueva,2024-10-16,885
821,Lopez-Bond,2023-08-21,503
822,Ward Group,2024-02-21,2985
823,"Sosa, Marshall and Anthony",2023-09-23,4146
824,Martinez-Ho,2023-07-09,3594
825,"West, Rojas and Williams",2023-07-02,1994
826,"Hernandez, Carr and Roach",2023-12-23,225
827,"Hodges, Carter and Mays",2024-12-03,2130
828,"Young, Boyd and Ali",2023-05-19,2230
829,"Davis, Mason and Floyd",2024-06-30,522
830,Garcia-Ellis,2024-05-19,4999
831,Johnson-Hawkins,2024-04-26,3432
832,"Alexander, Garcia and Dorsey",2023-12-18,2976
833,Perez and Sons,2023-12-08,4331
834,Cruz-Ramos,2024-10-05,1491
835,"Lambert, Benton and Nichols",2023-03-14,4843
836,George-Roberts,2023-06-12,2594
837,Lopez Ltd,2023-08-11,4139
838,Jackson Inc,2023-07-04,4478
839,Fox LLC,2023-04-05,1157
840,Garcia-Cook,2024-11-14,4499
841,"Zavala, Green and Marshall",2023-11-05,3442
842,Mcknight-Robinson,2023-05-28,4150
843,Paul and Sons,2023-11-15,654
844,Roberts Ltd,2023-06-28,2609
845,Carlson LLC,2024-10-15,4875
846,Klein-Parker,2023-10-18,159
847,Townsend-Delgado,2024-09-13,138
848,Wright Inc,2024-05-11,533
849,Boone PLC,2023-10-28,4993
850,Davis Group,2023-06-10,3374
851,"Taylor, Griffin and Carr",2023-03-02,715
852,"May, West and Roberts",2023-03-13,3691
853,Ruiz PLC,2024-03-12,3146
854,"Rivas, Jones and Kent",2024-04-26,2325
855,Jordan-Davis,2023-04-25,421
856,"Miller, Sanchez and Peters",2023-07-25,3045
857,Webb-Olson,2023-11-30,2105
858,"Gentry, Nelson and Peterson",2023-11-02,4665
859,Nguyen Ltd,2024-07-07,4165
860,"Smith, Petty and Moore",2024-06-15,3270
861,Aguilar Inc,2024-08-26,1176
862,Bentley Ltd,2024-08-02,720
863,"Sullivan, Daniels and Barber",2023-05-15,4284
864,Herman-Roy,2024-07-31,1687
865,Brown LLC,2023-05-31,3119
866,Guerra-Bridges,2024-07-01,3572
867,Murphy and Sons,2023-05-20,180
868,Yang-Yates,2024-02-11,1773
869,Adams-Buck,2024-05-04,8
870,"Hall, Davis and Rodriguez",2023-07-24,4256
871,Thomas-Wright,2023-10-22,2518
872,"Shepherd, Roberts and Williams",2024-08-04,4101
873,Cardenas-Fisher,2024-11-01,2888
874,"Brown, Moss and Johnson",2023-07-03,4477
875,Chambers-Miller,2023-01-18,2003
876,"Lee, Wilson and Baker",2024-01-18,3756
877,Adams LLC,2024-07-24,973
878,"Robertson, Williams and Vargas",2024-09-12,4400
879,"Solis, Dennis and Alvarez",2024-10-04,2821
880,Rowland-Adams,2024-06-25,3036
881,Villa PLC,2024-05-22,3743
882,"Howard, Morales and Santos",2023-07-11,4368
883,Jones-Ryan,2023-07-17,4219
884,Rodriguez-Jackson,2023-08-30,4607
885,Walker-Henderson,2023-04-01,2327
886,"Gordon, Hernandez and Lambert",2023-01-02,3439
887,Young PLC,2024-08-31,2839
888,"Taylor, Garcia and Perez",2024-04-09,4816
889,"Savage, Cox and Baldwin",2023-10-12,1874
890,Thomas-Monroe,2023-01-04,397
891,Garcia-Elliott,2023-08-26,2349
892,Brown Ltd,2024-07-05,3466
893,"Ramsey, Stewart and Monroe",2024-03-14,4699
894,Williams-Haas,2024-01-25,4312
895,Morgan Group,2023-11-25,1
896,"Norton, Cruz and Gonzalez",2023-08-29,1195
897,Walton Ltd,2024-09-06,3041
898,"Reynolds, Watson and Woods",2024-05-09,1100
899,"Anderson, Hodge and Hart",2023-03-02,3552
900,Rowe-Martinez,2023-03-03,2672
901,Pena-Mcconnell,2024-03-27,762
902,"Turner, Donovan and Hernandez",2023-10-04,4363
903,Thomas-Winters,2023-06-08,96
904,"Rosales, Weaver and Cox",2023-08-27,4017
905,Jackson-Cook,2023-02-12,2801
906,Howard-Dickson,2024-02-17,1574
907,Curry and Sons,2024-03-14,4408
908,Brown-Johnson,2023-11-10,267
909,Carrillo LLC,2023-06-01,3665
910,"Wallace, Kaufman and Peterson",2023-03-21,1122
911,"Stevenson, Hansen and Bennett",2023-05-17,2605
912,Peterson LLC,2024-12-25,3206
913,Bell-Gomez,2024-03-25,4651
914,Stephenson-Stone,2024-01-21,1118
915,Quinn Inc,2024-11-07,3252
916,Alvarez-Lewis,2024-01-18,1895
917,"Mitchell, Riley and Glover",2023-06-14,2304
918,Moreno-Page,2024-12-09,3006
919,Taylor LLC,2023-10-29,2802
920,"Butler, Fritz and Mcneil",2023-02-17,3917
921,West and Sons,2023-05-07,1653
922,"Yoder, Pratt and Jones",2024-01-03,4654
923,Harmon-Terrell,2024-10-09,4777
924,"Mccoy, Morton and Gregory",2023-02-01,2438
925,"Martin, Chen and Robertson",2024-05-21,2774
926,Powell-Murphy,2024-09-04,4833
927,Mendez Inc,2023-03-18,4046
928,"Jordan, Taylor and Castillo",2024-12-07,2096
929,Nelson and Sons,2023-07-20,2659
930,Lewis-Horn,2023-03-09,2843
931,"Simmons, Davis and Miller",2023-01-28,3334
932,Wise-Martinez,2024-02-04,2301
933,Wilkerson Inc,2023-02-26,1727
934,Fisher-Galvan,2023-07-22,513
935,Wright PLC,2024-07-20,796
936,"Rogers, Preston and Dillon",2023-03-24,4960
937,Gray Ltd,2024-09-09,4252
938,"Matthews, Wilson and Bush",2023-09-08,1627
939,Hurley-Allen,2023-12-08,3282
940,Henderson Group,2024-02-27,4420
941,Price Ltd,2024-03-14,1065
942,Curry-Sanchez,2024-02-18,362
943,"Coleman, Thomas and Shaw",2023-05-13,2420
944,Elliott Group,2024-03-04,2999
945,Mcbride-Davidson,2024-12-04,2683
946,Drake Inc,2024-06-27,3734
947,"Jordan, Shaw and Russell",2024-09-01,752
948,"Smith, Barnett and Dominguez",2023-09-25,1337
949,Walker and Sons,2023-04-17,1302
950,"Scott, Walls and Flores",2023-03-07,4418
951,Martinez and Sons,2023-02-21,1961
952,"Chen, Knox and Price",2024-12-11,4651
953,"Davis, Nguyen and Young",2023-10-15,3106
954,"Gallagher, Flores and Ellison",2023-08-20,4210
955,Smith Ltd,2023-06-12,2
956,Salazar Ltd,2023-08-29,750
957,Bowen Ltd,2024-01-25,3080
958,"Orr, Chandler and Valdez",2023-01-22,2849
959,Dunn and Sons,2024-12-29,3602
960,Perkins-Reilly,2024-11-17,4669
961,Roberts PLC,2024-05-07,4179
962,Harrison-Curtis,2024-11-14,1034
963,"Zavala, West and Miller",2024-06-04,434
964,Barnes-Gay,2023-12-28,618
965,"Kelly, Mcdonald and Howard",2023-02-28,790
966,"Mayer, Wells and Walker",2024-04-29,3623
967,"Green, Sanchez and Miller",2024-09-20,2918
968,Thompson-Lee,2023-04-11,4417
969,Pitts-Moses,2023-12-06,798
970,"Steele, Holden and Smith",2024-04-30,1779
971,"Ferrell, Austin and Robles",2024-11-19,2927
972,"Parker, Delacruz and Mendez",2023-01-16,3758
973,Tate Ltd,2024-05-12,3241
974,Myers PLC,2023-05-01,652
975,Berry PLC,2023-08-02,1297
976,"Moore, Barber and Williams",2023-11-26,2754
977,Watts Inc,2023-03-25,4465
978,Miller PLC,2023-06-30,472
979,"Lewis, Hernandez and Guerrero",2024-01-21,4852
980,"Garner, Martinez and Perkins",2023-11-19,1319
981,"Sanchez, Ruiz and Scott",2024-07-07,4975
982,Larson-Brown,2024-03-23,984
983,Moon-Williams,2023-03-14,4744
984,Jackson PLC,2023-09-12,2651
985,"Tucker, Jackson and Allen",2024-11-30,3610
986,"Sellers, Cannon and Poole",2023-10-17,1612
987,Long and Sons,2024-05-14,2595
988,"Wong, Wang and Holmes",2024-08-30,207
989,Bates Group,2024-08-10,4885
990,Lowe-Cole,2023-01-02,3237
991,"Harris, Kim and Ross",2024-01-18,124
992,Rivera Inc,2024-11-20,4369
993,Parker-Moore,2023-04-22,474
994,Higgins Group,2023-07-23,354
995,West LLC,2023-01-26,2145
996,Gomez and Sons,2023-04-18,537
997,Jackson-Mccormick,2024-11-07,1085
998,Cortez Ltd,2024-07-20,1118
999,Curtis-Kelley,2023-10-01,3028
1000,Lane LLC,2024-06-25,962
